t_us,x_raw,y_raw,z_raw
1304862327,241,-82,64
1304863577,242,-84,62
1304864827,243,-83,61
1304866077,243,-82,61
1304867327,239,-79,64
1304868577,243,-73,59
1304869827,242,-79,62
1304871077,244,-80,61
1304872327,248,-78,59
1304873577,241,-80,60
1304874827,244,-79,63
1304876077,241,-80,58
1304877327,239,-83,57
1304878577,236,-80,61
1304879827,234,-80,64
1304881077,237,-82,58
1304883643,237,-80,60
1304884893,243,-82,63
1304886143,241,-76,60
1304887393,241,-78,67
1304888643,240,-79,63
1304889893,240,-76,59
1304891143,241,-78,63
1304892393,238,-80,60
1304893643,240,-80,63
1304894893,239,-83,60
1304896143,236,-78,60
1304897393,240,-79,62
1304898643,247,-76,58
1304899893,237,-80,61
1304901143,239,-75,62
1304902393,245,-73,57
1304903643,246,-82,63
1304904893,243,-77,58
1304906143,245,-75,58
1304907393,247,-75,61
1304908643,245,-77,63
1304909893,246,-79,57
1304911143,247,-81,57
1304912393,245,-78,60
1304913643,244,-79,62
1304916077,245,-76,61
1304917327,251,-75,64
1304918577,251,-72,58
1304919827,253,-78,61
1304921077,249,-74,62
1304922327,254,-73,63
1304923577,251,-76,60
1304924827,252,-75,59
1304926077,252,-75,60
1304927327,248,-74,61
1304928577,251,-75,59
1304929827,252,-76,62
1304931077,249,-76,57
1304932327,251,-76,58
1304933577,248,-74,57
1304934827,248,-74,60
1304936077,247,-76,63
1304937327,251,-80,59
1304938577,247,-75,58
1304939827,246,-74,60
1304941077,252,-75,59
1304942327,253,-84,59
1304943577,248,-75,62
1304944827,251,-77,57
1304946077,249,-78,63
1304948643,248,-73,62
1304949893,252,-77,63
1304951143,251,-72,59
1304952393,252,-76,60
1304953643,252,-72,56
1304954893,255,-73,62
1304956143,251,-75,62
1304957393,251,-78,60
1304958643,250,-74,55
1304959893,254,-70,54
1304961143,251,-75,56
1304962393,253,-74,51
1304963643,253,-77,58
1304964893,250,-70,58
1304966143,247,-76,56
1304967393,251,-78,58
1304968643,248,-78,55
1304969893,251,-73,58
1304971143,248,-79,61
1304972393,253,-80,60
1304973643,248,-74,60
1304974893,246,-81,62
1304976143,246,-72,59
1304977393,250,-74,60
1304978643,250,-76,57
1304981077,250,-74,55
1304982327,250,-69,61
1304983577,249,-68,56
1304984827,250,-76,60
1304986077,253,-71,58
1304987327,250,-71,59
1304988577,246,-72,57
1304989827,246,-73,55
1304991077,244,-71,58
1304992327,247,-79,54
1304993577,251,-75,57
1304994827,246,-75,58
1304996077,249,-73,59
1304997327,246,-72,56
1304998577,246,-69,56
1304999827,251,-76,56
1305001077,249,-72,56
1305002327,245,-75,57
1305003577,245,-73,57
1305004827,245,-74,55
1305006077,241,-78,55
1305007327,238,-74,57
1305008577,245,-75,55
1305009827,243,-76,59
1305011077,243,-72,57
1305013643,245,-76,53
1305014893,246,-76,58
1305016143,249,-72,57
1305017393,247,-76,59
1305018643,247,-74,56
1305019893,249,-72,54
1305021143,247,-75,54
1305022393,248,-76,53
1305023643,246,-75,53
1305024893,248,-70,50
1305026143,246,-73,57
1305027393,250,-74,55
1305028643,244,-70,50
1305029893,247,-75,57
1305031143,245,-70,55
1305032393,242,-72,52
1305033643,249,-77,54
1305034893,248,-72,55
1305036143,247,-75,54
1305037393,246,-73,52
1305038643,246,-76,54
1305039893,244,-71,51
1305041143,250,-72,54
1305042393,243,-74,52
1305043643,247,-73,54
1305046077,248,-72,52
1305047327,249,-68,56
1305048577,244,-68,55
1305049827,247,-70,47
1305051077,248,-73,55
1305052327,246,-72,57
1305053577,243,-75,53
1305054827,240,-77,54
1305056077,241,-75,59
1305057327,242,-78,59
1305058577,239,-78,56
1305059827,241,-81,57
1305061077,240,-77,57
1305062327,240,-77,58
1305063577,241,-72,52
1305064827,238,-76,53
1305066077,241,-75,55
1305067327,242,-73,48
1305068577,240,-74,52
1305069827,239,-75,49
1305071077,237,-74,53
1305072327,239,-73,51
1305073577,238,-77,53
1305074827,241,-72,55
1305076077,243,-76,55
1305078643,245,-73,51
1305079893,242,-68,50
1305081143,247,-71,54
1305082393,244,-74,54
1305083643,240,-73,47
1305084893,242,-71,53
1305086143,241,-75,52
1305087393,240,-76,54
1305088643,239,-76,52
1305089893,241,-76,55
1305091143,237,-74,53
1305092393,241,-77,48
1305093643,238,-70,51
1305094893,241,-73,59
1305096143,242,-72,56
1305097393,240,-73,55
1305098643,240,-70,53
1305099893,241,-76,48
1305101143,241,-73,52
1305102393,241,-71,56
1305103643,240,-72,51
1305104893,238,-72,49
1305106143,240,-72,53
1305107393,238,-68,53
1305108643,240,-74,56
1305111077,242,-74,54
1305112327,237,-70,51
1305113577,237,-71,59
1305114827,241,-71,53
1305116077,236,-71,54
1305117327,238,-69,56
1305118577,238,-72,55
1305119827,237,-74,56
1305121077,240,-74,57
1305122327,241,-69,57
1305123577,241,-71,59
1305124827,240,-71,50
1305126077,239,-73,51
1305127327,236,-71,54
1305128577,240,-75,52
1305129827,239,-71,56
1305131077,240,-73,49
1305132327,240,-71,52
1305133577,237,-71,52
1305134827,241,-74,52
1305136077,240,-69,56
1305137327,238,-75,57
1305138577,240,-72,53
1305139827,239,-68,52
1305141077,239,-74,53
1305143643,241,-77,53
1305144893,241,-69,56
1305146143,246,-72,59
1305147393,243,-71,60
1305148643,242,-73,63
1305149893,245,-70,60
1305151143,243,-74,52
1305152393,241,-70,52
1305153643,239,-68,58
1305154893,240,-68,56
1305156143,240,-66,51
1305157393,243,-67,55
1305158643,244,-70,52
1305159893,240,-65,52
1305161143,240,-68,47
1305162393,242,-70,54
1305163643,238,-66,54
1305164893,240,-68,55
1305166143,243,-70,54
1305167393,241,-72,53
1305168643,243,-71,56
1305169893,241,-70,59
1305171143,242,-71,53
1305172393,247,-68,61
1305173643,244,-73,55
1305176077,247,-71,55
1305177327,249,-69,58
1305178577,249,-68,52
1305179827,250,-70,55
1305181077,246,-68,57
1305182327,248,-67,58
1305183577,247,-71,54
1305184827,246,-72,56
1305186077,244,-69,61
1305187327,245,-70,58
1305188577,249,-71,59
1305189827,248,-71,63
1305191077,248,-70,61
1305192327,248,-68,58
1305193577,252,-72,56
1305194827,247,-67,54
1305196077,248,-69,57
1305197327,252,-67,57
1305198577,249,-67,56
1305199827,251,-69,58
1305201077,247,-68,62
1305202327,245,-66,56
1305203577,248,-70,60
1305204827,252,-67,64
1305206077,249,-68,58
1305208643,251,-72,58
1305209893,250,-68,62
1305211143,251,-65,57
1305212393,253,-64,59
1305213643,254,-70,57
1305214893,255,-68,57
1305216143,252,-70,57
1305217393,251,-66,54
1305218643,249,-70,59
1305219893,251,-68,55
1305221143,248,-69,58
1305222393,247,-64,52
1305223643,249,-65,55
1305224893,245,-64,51
1305226143,247,-68,58
1305227393,247,-65,58
1305228643,243,-70,54
1305229893,244,-71,62
1305231143,241,-65,57
1305232393,241,-67,58
1305233643,245,-68,60
1305234893,245,-67,54
1305236143,245,-69,56
1305237393,245,-67,56
1305238643,243,-67,56
1305241077,243,-68,55
1305242327,247,-66,58
1305243577,246,-63,55
1305244827,246,-65,58
1305246077,248,-64,56
1305247327,248,-63,55
1305248577,247,-68,54
1305249827,247,-68,54
1305251077,248,-68,55
1305252327,244,-68,56
1305253577,244,-67,53
1305254827,248,-68,53
1305256077,243,-67,50
1305257327,249,-67,57
1305258577,241,-65,48
1305259827,246,-70,53
1305261077,248,-70,56
1305262327,247,-74,58
1305263577,246,-68,54
1305264827,245,-67,58
1305266077,248,-69,56
1305267327,249,-75,57
1305268577,248,-75,57
1305269827,249,-70,53
1305271077,246,-69,58
1305273643,247,-66,56
1305274893,250,-67,54
1305276143,250,-66,54
1305277393,247,-72,58
1305278643,248,-71,60
1305279893,248,-66,61
1305281143,246,-75,57
1305282393,242,-70,54
1305283643,242,-68,53
1305284893,248,-74,56
1305286143,246,-74,54
1305287393,240,-69,53
1305288643,245,-69,59
1305289893,244,-71,57
1305291143,248,-74,58
1305292393,244,-70,54
1305293643,239,-72,51
1305294893,239,-69,53
1305296143,243,-70,50
1305297393,246,-75,56
1305298643,241,-72,60
1305299893,245,-69,59
1305301143,243,-72,55
1305302393,244,-66,55
1305303643,245,-72,52
1305306240,242,-70,57
1305307490,243,-70,56
1305308740,242,-68,62
1305309990,244,-72,59
1305311240,244,-70,54
1305312490,247,-72,56
1305313740,242,-70,54
1305314990,240,-69,55
1305316240,242,-66,53
1305317490,246,-69,56
1305318740,245,-70,54
1305319990,245,-67,50
1305321240,242,-69,58
1305322490,245,-66,51
1305323740,242,-66,53
1305324990,244,-67,55
1305326240,244,-71,52
1305327490,246,-68,52
1305328740,243,-70,61
1305329990,242,-72,55
1305331240,247,-69,57
1305332490,242,-67,54
1305333740,244,-66,57
1305334990,244,-66,55
1305336240,243,-69,54
1305338613,244,-70,54
1305339863,245,-64,56
1305341113,247,-64,49
1305342363,247,-68,53
1305343613,247,-66,59
1305344863,244,-64,55
1305346113,249,-66,56
1305347363,248,-65,55
1305348613,252,-69,52
1305349863,249,-67,57
1305351113,249,-66,59
1305352363,248,-70,50
1305353613,245,-67,57
1305354863,250,-65,53
1305356113,246,-65,54
1305357363,246,-68,55
1305358613,248,-73,55
1305359863,245,-68,56
1305361113,248,-70,56
1305362363,247,-71,55
1305363613,243,-67,52
1305364863,248,-71,58
1305366113,243,-69,51
1305367363,244,-67,53
1305368613,245,-73,54
1305371107,244,-70,55
1305372357,244,-67,52
1305373607,246,-64,58
1305374857,241,-67,56
1305376107,248,-69,54
1305377357,245,-65,57
1305378607,243,-69,55
1305379857,247,-69,56
1305381107,248,-67,53
1305382357,249,-74,53
1305383607,241,-70,56
1305384857,245,-70,54
1305386107,247,-69,55
1305387357,249,-66,53
1305388607,242,-70,56
1305389857,243,-68,56
1305391107,244,-67,53
1305392357,253,-68,53
1305393607,242,-67,52
1305394857,247,-68,54
1305396107,245,-70,54
1305397357,240,-68,51
1305398607,242,-69,55
1305399857,243,-71,57
1305401107,244,-69,57
1305403643,242,-69,55
1305404893,248,-68,59
1305406143,245,-67,56
1305407393,245,-66,58
1305408643,246,-71,59
1305409893,246,-67,59
1305411143,245,-69,54
1305412393,247,-67,56
1305413643,244,-65,55
1305414893,246,-71,59
1305416143,247,-67,57
1305417393,247,-67,56
1305418643,249,-66,53
1305419893,243,-65,52
1305421143,247,-69,52
1305422393,247,-69,59
1305423643,245,-65,53
1305424893,244,-71,56
1305426143,243,-68,56
1305427393,246,-70,59
1305428643,244,-72,58
1305429893,247,-67,60
1305431143,243,-65,58
1305432393,245,-65,61
1305433643,247,-67,62
1305436077,248,-70,55
1305437327,252,-64,57
1305438577,247,-63,66
1305439827,248,-66,57
1305441077,249,-67,55
1305442327,248,-59,59
1305443577,251,-66,50
1305444827,251,-67,58
1305446077,249,-67,55
1305447327,247,-63,56
1305448577,246,-65,56
1305449827,249,-65,56
1305451077,242,-65,55
1305452327,244,-70,55
1305453577,245,-65,52
1305454827,239,-67,56
1305456077,246,-69,60
1305457327,248,-65,53
1305458577,245,-64,58
1305459827,245,-65,54
1305461077,245,-64,56
1305462327,249,-65,58
1305463577,245,-64,52
1305464827,249,-66,50
1305466077,253,-69,55
1305468643,247,-69,57
1305469893,249,-64,52
1305471143,251,-61,58
1305472393,252,-61,56
1305473643,251,-67,54
1305474893,252,-63,59
1305476143,249,-66,55
1305477393,248,-66,54
1305478643,247,-66,54
1305479893,250,-66,54
1305481143,249,-66,57
1305482393,247,-68,54
1305483643,247,-64,53
1305484893,249,-66,56
1305486143,251,-66,60
1305487393,251,-64,58
1305488643,254,-66,55
1305489893,253,-68,56
1305491143,252,-65,55
1305492393,248,-63,58
1305493643,253,-66,57
1305494893,251,-63,60
1305496143,255,-66,54
1305497393,250,-65,51
1305498643,252,-70,52
1305501077,253,-67,53
1305502327,253,-60,56
1305503577,254,-65,60
1305504827,253,-63,59
1305506077,251,-62,56
1305507327,250,-63,58
1305508577,251,-64,59
1305509827,250,-66,57
1305511077,248,-68,55
1305512327,249,-67,60
1305513577,249,-65,54
1305514827,250,-67,58
1305516077,249,-67,59
1305517327,252,-67,61
1305518577,252,-65,55
1305519827,252,-64,61
1305521077,256,-64,60
1305522327,248,-64,59
1305523577,249,-64,57
1305524827,254,-65,58
1305526077,249,-64,52
1305527327,250,-64,58
1305528577,253,-65,57
1305529827,250,-67,61
1305531077,252,-62,58
1305533679,250,-64,58
1305534929,251,-64,58
1305536179,254,-64,59
1305537429,252,-62,57
1305538679,255,-62,52
1305539929,254,-64,59
1305541179,251,-66,58
1305542429,249,-66,58
1305543679,252,-66,53
1305544929,247,-64,56
1305546179,249,-67,48
1305547429,249,-66,56
1305548679,252,-64,55
1305549929,250,-69,55
1305551179,251,-66,56
1305552429,250,-64,52
1305553679,250,-69,53
1305554929,248,-67,58
1305556179,249,-68,55
1305557429,250,-66,55
1305558679,246,-67,61
1305559929,250,-66,57
1305561179,253,-67,56
1305562429,251,-67,56
1305563679,245,-65,53
1305566144,248,-70,57
1305567394,249,-62,56
1305568644,250,-67,62
1305569894,248,-68,54
1305571144,254,-69,58
1305572394,249,-70,60
1305573644,246,-70,54
1305574894,246,-70,60
1305576144,246,-65,54
1305577394,242,-69,56
1305578644,246,-70,54
1305579894,247,-71,51
1305581144,244,-68,51
1305582394,245,-69,54
1305583644,246,-64,54
1305584894,245,-66,55
1305586144,245,-67,58
1305587394,247,-66,59
1305588644,245,-64,55
1305589894,241,-68,54
1305591144,244,-67,57
1305592394,250,-68,53
1305593644,251,-68,50
1305594894,244,-67,50
1305596144,246,-64,56
1305598710,245,-67,57
1305599960,244,-62,59
1305601210,246,-68,57
1305602460,246,-65,59
1305603710,243,-63,55
1305604960,247,-60,60
1305606210,247,-68,53
1305607460,245,-63,55
1305608710,243,-66,53
1305609960,245,-66,54
1305611210,243,-66,50
1305612460,245,-65,57
1305613710,248,-64,58
1305614960,247,-67,56
1305616210,250,-66,55
1305617460,244,-66,49
1305618710,247,-66,53
1305619960,247,-66,51
1305621210,248,-66,53
1305622460,245,-70,54
1305623710,244,-65,55
1305624960,243,-65,56
1305626210,249,-70,57
1305627460,245,-65,50
1305628710,241,-65,52
1305631206,246,-68,57
1305632456,246,-66,60
1305633706,245,-66,58
1305634956,245,-66,58
1305636206,248,-64,59
1305637456,245,-65,59
1305638706,244,-68,56
1305639956,244,-69,57
1305641206,248,-68,56
1305642456,245,-70,61
1305643706,245,-69,54
1305644956,246,-68,55
1305646206,247,-65,54
1305647456,243,-64,51
1305648706,246,-63,54
1305649956,247,-66,50
1305651206,242,-64,51
1305652456,246,-67,54
1305653706,245,-63,57
1305654956,244,-61,56
1305656206,242,-66,50
1305657456,247,-64,53
1305658706,244,-66,57
1305659956,243,-66,51
1305661206,245,-68,52
1305663613,247,-65,54
1305664863,248,-66,62
1305666113,243,-65,61
1305667363,242,-63,58
1305668613,243,-65,58
1305669863,242,-62,58
1305671113,244,-66,54
1305672363,246,-65,58
1305673613,244,-64,56
1305674863,245,-68,54
1305676113,248,-68,53
1305677363,247,-64,52
1305678613,251,-66,57
1305679863,250,-63,51
1305681113,249,-63,58
1305682363,253,-64,54
1305683613,247,-64,50
1305684863,246,-66,52
1305686113,246,-63,50
1305687363,249,-64,56
1305688613,249,-64,55
1305689863,250,-61,51
1305691113,251,-61,53
1305692363,249,-62,54
1305693613,252,-64,58
1305696107,248,-63,58
1305697357,249,-66,54
1305698607,252,-67,56
1305699857,249,-66,53
1305701107,251,-65,58
1305702357,252,-65,59
1305703607,249,-64,55
1305704857,249,-66,56
1305706107,249,-64,55
1305707357,249,-65,57
1305708607,250,-64,54
1305709857,252,-64,54
1305711107,251,-65,52
1305712357,251,-63,50
1305713607,255,-63,58
1305714857,250,-60,56
1305716107,251,-66,56
1305717357,251,-59,51
1305718607,254,-63,57
1305719857,252,-65,52
1305721107,250,-63,53
1305722357,252,-61,55
1305723607,250,-67,49
1305724857,248,-62,56
1305726107,249,-64,55
1305728643,247,-65,54
1305729893,248,-64,55
1305731143,248,-59,58
1305732393,250,-62,54
1305733643,250,-61,60
1305734893,251,-59,56
1305736143,250,-66,48
1305737393,249,-64,53
1305738643,248,-67,54
1305739893,245,-62,51
1305741143,245,-64,47
1305742393,248,-67,49
1305743643,249,-65,59
1305744893,249,-66,55
1305746143,248,-66,56
1305747393,246,-63,56
1305748643,249,-67,53
1305749893,248,-63,54
1305751143,245,-63,52
1305752393,243,-65,52
1305753643,246,-66,52
1305754893,245,-64,51
1305756143,248,-62,55
1305757393,243,-60,50
1305758643,247,-62,51
1305761077,246,-63,53
1305762327,250,-63,55
1305763577,251,-61,56
1305764827,249,-64,57
1305766077,251,-58,53
1305767327,246,-56,56
1305768577,250,-62,56
1305769827,249,-63,55
1305771077,247,-63,52
1305772327,248,-64,53
1305773577,250,-66,53
1305774827,247,-64,54
1305776077,251,-64,56
1305777327,248,-62,56
1305778577,253,-63,60
1305779827,251,-64,57
1305781077,250,-63,57
1305782327,250,-63,54
1305783577,250,-64,54
1305784827,250,-63,51
1305786077,249,-65,52
1305787327,249,-62,52
1305788577,251,-63,53
1305789827,251,-63,55
1305791077,249,-61,56
1305793643,251,-62,54
1305794893,253,-63,56
1305796143,253,-58,55
1305797393,248,-59,55
1305798643,252,-60,52
1305799893,250,-60,54
1305801143,249,-63,56
1305802393,248,-64,54
1305803643,245,-64,59
1305804893,250,-65,54
1305806143,248,-64,57
1305807393,245,-64,57
1305808643,249,-61,60
1305809893,243,-65,56
1305811143,250,-62,56
1305812393,246,-63,56
1305813643,247,-65,51
1305814893,246,-64,53
1305816143,245,-63,51
1305817393,247,-61,53
1305818643,247,-65,51
1305819893,248,-61,49
1305821143,251,-63,58
1305822393,245,-61,56
1305823643,245,-63,55
1305826077,247,-64,55
1305827327,251,-62,53
1305828577,245,-62,56
1305829827,246,-64,55
1305831077,249,-61,55
1305832327,247,-61,52
1305833577,245,-63,55
1305834827,246,-64,54
1305836077,243,-63,54
1305837327,247,-59,58
1305838577,248,-60,52
1305839827,249,-58,55
1305841077,249,-61,57
1305842327,252,-62,56
1305843577,249,-62,57
1305844827,253,-62,55
1305846077,250,-60,51
1305847327,251,-64,56
1305848577,253,-64,57
1305849827,253,-62,57
1305851077,252,-63,61
1305852327,249,-63,53
1305853577,252,-63,55
1305854827,252,-67,55
1305856077,251,-64,54
1305858643,249,-62,52
1305859893,252,-62,56
1305861143,251,-62,59
1305862393,255,-57,54
1305863643,252,-62,55
1305864893,253,-60,61
1305866143,250,-64,55
1305867393,251,-64,55
1305868643,248,-61,51
1305869893,252,-63,53
1305871143,247,-63,56
1305872393,252,-66,52
1305873643,252,-63,61
1305874893,251,-62,56
1305876143,254,-65,58
1305877393,250,-65,56
1305878643,248,-61,54
1305879893,250,-64,55
1305881143,251,-65,56
1305882393,250,-63,58
1305883643,246,-65,54
1305884893,249,-64,59
1305886143,247,-65,54
1305887393,246,-64,57
1305888643,244,-65,55
1305891077,242,-65,58
1305892327,251,-63,56
1305893577,249,-62,55
1305894827,248,-62,55
1305896077,245,-63,60
1305897327,243,-61,63
1305898577,246,-63,54
1305899827,247,-64,59
1305901077,251,-65,59
1305902327,246,-65,56
1305903577,250,-63,55
1305904827,251,-63,62
1305906077,251,-64,55
1305907327,249,-62,56
1305908577,251,-61,60
1305909827,252,-62,53
1305911077,248,-62,56
1305912327,252,-63,57
1305913577,250,-62,54
1305914827,251,-63,59
1305916077,248,-63,56
1305917327,251,-62,55
1305918577,249,-62,57
1305919827,250,-64,53
1305921077,248,-64,55
1305923643,249,-65,61
1305924893,249,-64,62
1305926143,252,-61,62
1305927393,250,-62,59
1305928643,249,-64,53
1305929893,253,-60,59
1305931143,250,-64,58
1305932393,247,-63,59
1305933643,252,-66,59
1305934893,250,-63,58
1305936143,249,-64,57
1305937393,254,-63,56
1305938643,253,-61,53
1305939893,253,-66,58
1305941143,248,-64,53
1305942393,252,-61,55
1305943643,249,-61,55
1305944893,251,-64,56
1305946143,252,-64,56
1305947393,250,-63,55
1305948643,246,-62,56
1305949893,250,-62,56
1305951143,252,-61,58
1305952393,249,-62,56
1305953643,252,-64,56
1305956078,249,-63,58
1305957328,250,-62,59
1305958578,252,-65,59
1305959828,253,-63,54
1305961078,249,-62,58
1305962328,246,-61,60
1305963578,248,-64,54
1305964828,248,-65,56
1305966078,249,-66,53
1305967328,248,-63,55
1305968578,248,-63,57
1305969828,247,-62,55
1305971078,246,-63,58
1305972328,245,-63,56
1305973578,247,-64,55
1305974828,250,-66,58
1305976078,247,-65,60
1305977328,248,-64,54
1305978578,247,-67,59
1305979828,244,-62,57
1305981078,247,-63,58
1305982328,244,-63,62
1305983578,247,-65,54
1305984828,247,-64,60
1305986078,246,-66,57
1305988643,246,-62,58
1305989893,247,-60,52
1305991143,248,-59,60
1305992393,248,-57,55
1305993643,249,-61,58
1305994893,250,-60,58
1305996143,244,-62,53
1305997393,246,-63,53
1305998643,249,-61,56
1305999893,243,-57,53
1306001143,245,-61,55
1306002393,250,-63,52
1306003643,246,-61,55
1306004893,245,-62,51
1306006143,246,-63,54
1306007393,245,-62,55
1306008643,247,-63,59
1306009893,243,-63,58
1306011143,245,-64,61
1306012393,245,-62,57
1306013643,246,-63,54
1306014893,246,-63,55
1306016143,244,-61,50
1306017393,249,-63,55
1306018643,246,-62,59
1306021078,247,-61,58
1306022328,249,-57,59
1306023578,247,-58,55
1306024828,248,-63,60
1306026078,250,-62,59
1306027328,249,-59,62
1306028578,248,-62,53
1306029828,249,-63,54
1306031078,248,-63,56
1306032328,249,-64,56
1306033578,250,-64,58
1306034828,248,-64,51
1306036078,251,-63,53
1306037328,251,-65,56
1306038578,248,-61,53
1306039828,249,-63,55
1306041078,249,-63,55
1306042328,246,-63,60
1306043578,253,-63,54
1306044828,246,-61,53
1306046078,248,-63,56
1306047328,249,-60,58
1306048578,247,-63,56
1306049828,251,-63,55
1306051078,250,-62,57
1306053643,250,-61,57
1306054893,251,-59,55
1306056143,250,-58,58
1306057393,245,-62,54
1306058643,247,-59,58
1306059893,250,-61,58
1306061143,246,-62,53
1306062393,247,-64,56
1306063643,249,-63,54
1306064893,246,-61,54
1306066143,250,-63,53
1306067393,249,-66,50
1306068643,245,-59,55
1306069893,247,-63,55
1306071143,246,-60,56
1306072393,246,-62,56
1306073643,250,-61,56
1306074893,248,-63,57
1306076143,249,-59,55
1306077393,249,-59,52
1306078643,251,-65,57
1306079893,249,-62,56
1306081143,248,-58,55
1306082393,246,-62,54
1306083643,248,-62,52
1306086077,248,-61,53
1306087327,246,-51,57
1306088577,249,-58,59
1306089827,246,-59,51
1306091077,248,-57,55
1306092327,249,-60,51
1306093577,247,-61,58
1306094827,246,-64,53
1306096077,246,-60,54
1306097327,251,-61,56
1306098577,250,-60,54
1306099827,247,-60,51
1306101077,249,-61,55
1306102327,247,-59,53
1306103577,253,-60,57
1306104827,250,-63,52
1306106077,247,-58,53
1306107327,246,-61,56
1306108577,248,-63,58
1306109827,253,-62,56
1306111077,251,-60,52
1306112327,246,-63,54
1306113577,251,-60,57
1306114827,253,-63,55
1306116077,248,-60,53
1306118643,247,-57,54
1306119893,252,-59,56
1306121143,251,-61,59
1306122393,249,-60,55
1306123643,252,-60,60
1306124893,254,-61,63
1306126143,248,-61,55
1306127393,249,-61,56
1306128643,250,-59,54
1306129893,248,-62,52
1306131143,251,-63,54
1306132393,251,-60,55
1306133643,248,-60,57
1306134893,254,-55,51
1306136143,247,-59,51
1306137393,251,-62,53
1306138643,246,-59,54
1306139893,244,-62,52
1306141143,249,-63,54
1306142393,246,-61,55
1306143643,248,-64,51
1306144893,245,-62,53
1306146143,248,-63,59
1306147393,245,-62,53
1306148643,246,-63,51
1306151077,247,-60,53
1306152327,254,-64,57
1306153577,248,-61,58
1306154827,251,-61,60
1306156077,250,-55,59
1306157327,248,-61,57
1306158577,249,-58,58
1306159827,249,-62,58
1306161077,251,-61,57
1306162327,247,-59,59
1306163577,249,-60,53
1306164827,253,-61,59
1306166077,248,-57,56
1306167327,251,-61,53
1306168577,250,-60,54
1306169827,253,-60,55
1306171077,253,-63,54
1306172327,254,-59,59
1306173577,255,-54,54
1306174827,253,-62,58
1306176077,251,-61,56
1306177327,254,-62,59
1306178577,253,-61,52
1306179827,253,-59,57
1306181077,254,-61,62
1306183643,252,-60,54
1306184893,256,-58,56
1306186143,256,-59,51
1306187393,254,-56,56
1306188643,254,-59,53
1306189893,257,-57,58
1306191143,252,-62,53
1306192393,251,-62,56
1306193643,252,-60,56
1306194893,249,-59,59
1306196143,253,-63,60
1306197393,249,-60,55
1306198643,249,-60,47
1306199893,247,-61,54
1306201143,246,-59,59
1306202393,251,-63,52
1306203643,249,-63,57
1306204893,248,-61,54
1306206143,248,-64,52
1306207393,249,-63,52
1306208643,246,-65,59
1306209893,248,-63,57
1306211143,250,-62,61
1306212393,247,-62,52
1306213643,250,-64,56
1306216077,244,-66,55
1306217327,249,-60,55
1306218577,245,-60,56
1306219827,253,-58,55
1306221077,250,-59,50
1306222327,250,-59,54
1306223577,248,-62,57
1306224827,246,-63,56
1306226077,249,-63,50
1306227327,252,-64,52
1306228577,247,-62,55
1306229827,248,-60,52
1306231077,246,-64,52
1306232327,244,-59,58
1306233577,250,-64,52
1306234827,248,-63,52
1306236077,243,-63,53
1306237327,249,-65,50
1306238577,243,-62,54
1306239827,249,-63,56
1306241077,247,-62,54
1306242327,249,-65,52
1306243577,243,-64,54
1306244827,247,-62,54
1306246077,245,-61,58
1306248643,247,-64,53
1306249893,251,-60,58
1306251143,248,-56,58
1306252393,247,-58,54
1306253643,251,-59,58
1306254893,247,-56,59
1306256143,247,-62,54
1306257393,249,-63,52
1306258643,247,-63,58
1306259893,247,-64,54
1306261143,250,-64,54
1306262393,252,-64,53
1306263643,249,-62,57
1306264893,247,-63,58
1306266143,250,-64,55
1306267393,250,-61,55
1306268643,248,-59,50
1306269893,247,-63,55
1306271143,247,-59,58
1306272393,249,-63,58
1306273643,249,-64,54
1306274893,249,-59,54
1306276143,250,-60,52
1306277393,247,-57,54
1306278643,253,-60,59
1306281077,250,-61,50
1306282327,253,-54,59
1306283577,247,-57,54
1306284827,254,-58,61
1306286077,253,-59,54
1306287327,252,-61,51
1306288577,252,-64,57
1306289827,249,-61,53
1306291077,250,-62,54
1306292327,252,-62,51
1306293577,249,-59,54
1306294827,249,-63,59
1306296077,246,-61,54
1306297327,251,-60,56
1306298577,247,-63,56
1306299827,251,-64,55
1306301077,247,-61,57
1306302327,250,-60,60
1306303577,250,-61,54
1306304827,247,-64,48
1306306077,246,-62,51
1306307327,248,-64,57
1306308577,243,-60,56
1306309827,250,-62,56
1306311077,251,-64,56
1306313643,247,-61,52
1306314893,250,-58,54
1306316143,254,-59,61
1306317393,250,-57,56
1306318643,254,-59,56
1306319893,253,-57,53
1306321143,252,-61,57
1306322393,249,-60,53
1306323643,245,-63,52
1306324893,248,-61,53
1306326143,245,-61,54
1306327393,247,-62,55
1306328643,246,-63,57
1306329893,250,-61,53
1306331143,248,-63,53
1306332393,247,-62,52
1306333643,247,-62,53
1306334893,248,-63,55
1306336143,248,-59,54
1306337393,247,-59,51
1306338643,246,-63,52
1306339893,251,-60,53
1306341143,247,-57,52
1306342393,250,-62,58
1306343643,247,-58,53
1306346077,252,-56,54
1306347327,253,-58,57
1306348577,250,-60,54
1306349827,247,-62,55
1306351077,250,-59,59
1306352327,252,-62,56
1306353577,247,-61,54
1306354827,248,-62,54
1306356077,252,-64,55
1306357327,250,-59,50
1306358577,248,-57,56
1306359827,251,-59,56
1306361077,247,-59,52
1306362327,252,-60,54
1306363577,252,-61,55
1306364827,249,-58,53
1306366077,255,-60,53
1306367327,250,-59,59
1306368577,252,-58,51
1306369827,249,-59,52
1306371077,252,-62,55
1306372327,249,-57,56
1306373577,248,-58,60
1306374827,256,-63,53
